"appId","title","description","genres","contentRating","released","updated","releaseNotes","version","price","developer","score","reviews","currentVersionScore","currentVersionReviews"
"com.platogo.pmp","Slotpark Casino & Slots Online","The best Novoline games! 
Welcome to the Slotpark game universe!

The Slotpark App is your ticket to the best casino entertainment for mobile devices. Thrilling promotions and frequent Bonus chances enhance your gaming experience - and many visitors of our Online Casino have already celebrated huge winnings! 

What’s more, in addition to WORLDWIDE SLOT HITS like Book of Ra Deluxe or Sizzling Hot Deluxe we offer a great many more Novoline bestsellers: 
-	Lord of the Ocean
-	Lucky Lady’s Charm
-	Dolphin’s Pearl Deluxe
-	Faust
-	Book of Ra 6
-	Amazing Stars
-	Golden Ark
-	Golden Sevens
-	Mystic Secrets
-	Always Hot Deluxe
-	Mermaid’s Pearl
-	Mega Joker
... and our range of slot machines is always expanding!

Features at a glance:
- Welcome Bonus: simply redeem and play
- VIP system: very loyal customers receive great benefits in the App!
- Daily and Time Bonus
- Level-up system - the higher the level, the higher the stakes and winnings
- Extra Bonuses and top promotions on special occasions
- Huge community & popular Facebook fan page
- Complete missions as a team together with friends
- Exciting special promotions with sensational winning chances (amongst others slot tournaments)

You are looking for sizzling Las Vegas vibes, groundbreaking slots and stunning winning chances all wrapped up in an App? Then look no further because all this and much more is available on Slotpark! 

Embark on your adventure now in the #1 Casino for online slots and enjoy gaming fun 24 hours a day, 7 days a week wherever you are! 

Please note that
- Slotpark is a platform for online gambling, created for entertainment purposes only.
- It is not possible to win cash or items/services/presents or other goods on our slot machines.
- The virtual currency used in the games is called ‘Slotpark Dollar’. It can be purchased in the shop using real money.
- Slotpark Dollar cannot be converted back into real money or withdrawn in any way. 
- Slotpark Dollar can only be used for playing games on Slotpark.
- The games are intended exclusively for users aged 18 years or older.","[""Games"",""Entertainment"",""Card"",""Casino""]","17+","2015-12-01T14:57:52Z","2020-02-19T15:27:02Z","New Timed Bonus","3.10.2",0,"Funstage Spielewebseiten Betriebsges.m.b.H.",4.5,531,4.5,38
"com.rubyseven.bestbetcasino","Best Bet Casino | Casino Slots","Play our top rated Free Casino Game and win BIG! All new players get FREE bonus coins plus HUGE coin bonuses while you play! We have all of your real casino favorites like free slots, video poker, blackjack, keno, bingo and more! Have all the fun of Las Vegas right in the palm of your hand and hit it rich with HUGE jackpots, daily coins gifts, bonus slots games and more! You are sure to be the next big fish at this casino!

Experience casino luxury at Best Bet Casino – the best FREE casino brought to you by the exlusive Pechanga Resort & Casino!

What You Get With Best Bet Casino...
REAL CASINO SLOTS
100+ Exciting Free Slots favorites with Free Spins and Bonus Games including:
-        KONAMI favorites like China Shores™, China Mystery™ & Fortune Stacks™
-        Everi's  Mata Hari™, Jackpot Inferno™ & Wild Wild 7's™
-        Aruze's Cash Locomotive Aztec Legend™ & Extreme Pheonix™
-        Many more right from the real casino floor!

FREE COINS
-        Level up to unlock more slots and earn more free coins!
-        Play with friends to test your luck and earn more free coins!
-        Blast your way to more free coins with Tap Blast!
-        Connect to Facebook to play your friends and receive a huge coin bonus!
-        Gain achievements and complete collections to earn even more free coins!
-        Free coins with Daily Bonuses, Bi-Hourly Bonuses and more!

MORE REAL CASINO GAMES
-        Blitz through new bingo rooms with fun themes including Mardi Gras and 70’s disco!
-        Pick winning Keno numbers in rooms like Jungle Treasure and Last Blast Keno!
-        Play slot bonus games, earn free spins and win tournaments!
-        Climb the ladder with world-famous Multi-Strike Poker™!
-        Double down on Blackjack and win big!

Find out what everyone is talking about and play the best casino game you have ever played today!
Get the ultimate Pechanga Resort & Casino experience from anywhere, only at Best Bet Casino!  

Like us on Facebook for FREE coin bonuses
https://www.facebook.com/BestBetCasino                                 
The games are intended for an adult audience.
The games do not offer ""real money gambling"" or an opportunity to win real money or prizes.
Practice or success at social casino gaming does not imply future success at ""real money gambling.""
Best Bet Casino is intended for players 21+ for entertainment purposes only and does not offer “real money gambling” or any opportunity to win real money through game play. Playing Best Bet Casino does not entail future success at “real money gaming”.

Wild-Tiles and Gems Wild-Tiles are trademarks of Case Venture Management, LLC Multi-Strike Poker is a trademark of IGT","[""Games"",""Card"",""Casino"",""Entertainment""]","17+","2016-10-31T09:45:34Z","2020-02-19T03:43:13Z","The Best Free Slots Casino App is making your experience better than before!
- Improvements have been made to the entire app platform for a better gaming experience.
- An updated settings menu allows you to adjust sounds, music, and voice-over to your liking.
These are just a few of the things that make us the Best Free Slots Casino App.
Download or update now to win BIG!","1.89",0,"Ruby Seven Studios, Inc.",4.5,32,,
"com.slotbotics.vegas.slots.casino","Vegas Slots Casino ™ Slot Game","Play Vegas Slots Casino with 6 Million Coin Starter Bonus! 
INSTALL NOW!


Game Features:
-Get started with 6,000,000 BONUS coins!
-Coins rewarded every hour when you play!
-Bet Max to be eligible for jackpot!
-Enjoy the game whenever you want. No internet required after installation!


This game is intended for an adult audience (18+) and does not offer real money gambling or an opportunity to win real money or prizes. Practice or success at social gaming does not imply future success at real money gambling.","[""Games"",""Card"",""Entertainment"",""Casino""]","17+","2019-09-10T07:00:00Z","2020-03-19T04:11:55Z","In this update we fixed a critical issue related to player progress. We recommend all users update to this version of the game.

Please let us know on support@slotbotics.com If you have any issues or suggestions for improvements.","1.45.8",0,"Slot Botics Ltd",4.5,1760,5,22
"com.mansion.mcslots","MansionCasino.com","### DOUBLE YOUR MONEY WITH OUR WELCOME BONUS ###

Enjoy all the thrills of MansionCasino.com wherever you are with our super speedy app, and if you’re a new customer we’ll double your first deposit up to £200! 

JOIN NOW AND GET 100% EXTRA ON YOUR FIRST DEPOSIT!

If you’re already a member of MansionCasino.com you won’t need to register – simply download our snazzy app and get spinning. We want to double your fun, with double the funds… Simply download our app and register, and we’ll give you 100% extra on your first deposit, up to a juicy £200. What a way to start your mobile gaming fun with us!

But that’s not all! Get used to doubling your money when you play with us – as with our monthly promotion ‘Make your Match’, you can grab a 100% reload bonus on your first deposit of each month.
And with a whole host of exciting online slots, blackjack, roulette and classic casino games all just a tap away, you’re spoilt for choice with where to play your bonuses. So if you’re looking for a new favourite casino, look no further than MansionCasino.com! 

Significant Terms: **New customers only**
•	Maximum bonus £200, wagering 20x, Minimum deposit £20
•	Game weighting applies, see below table 
•	Bonus betting limits: Slots - £5 All other games – 10% of bonus amount.
For more info and full T&Cs please go here: http://mobile.mansioncasino.com/promotions/welcome-bonus

*** GAMES FEATURES GALORE ***
There’s something for everyone at MansionCasino.com! If you fancy a spin on our action-packed slots, you’ll be spoilt for choice. We have a huge selection offering multiple reels and paylines, boasting all the features you’ll find on desktop and more.

If you prefer, you can enjoy the classic casino games such as blackjack, roulette or poker, or try out one of our more unique games. Whatever your favourite is – you’re sure to find it here!

Mobile gaming has never been better, and offers a host of touch-screen benefits to add to the fun! Get ready to spin your own reels and tap and drag your own chips, with a host of interactive features to enjoy.
MansionCasino.com has been designed purely with the player in mind, ensuring it’s easy to use and intuitive to navigate.

*** PLAY FOR REAL MONEY OR FOR FUN ***
Whether you want to practice your skills first, or get straight to spinning and (hopefully!) winning – you can play all our games in either fun mode, or for real money once you create an account. The choice is yours!

*** 24/7 CUSTOMER SERVICE ***
MansionCasino.com are committed to providing unrivalled customer care to our players. Our friendly support team is available 24 hours a day, 7 days a week! Simply email support@mansioncasino.com or call us on 0800 376 8375 – our free phone number in the UK – and we’ll be happy to help.","[""Games"",""Card"",""Casino"",""Entertainment""]","17+","2016-12-17T03:35:03Z","2019-10-01T21:55:15Z","General bug fixes, improved localisation and welcome offer to enhance your app experience.","4.3.1",0,"Casino.com",5,2099,1,2
"com.gamesys.sunbingo","Sun Bingo","The Sun Bingo app brings you the very best games straight to your tablet or mobile phone. We offer an exciting variety of games, including 90 ball, 80 ball and 75 ball bingo, Slot Games, Instant Win Games and favourites such as Winning Headlines, Mystic Meg, Clover Rollover and more.  Choose your game, chat with fellow players and enjoy a huge variety of games 24/7.

Download the app now to check out our great offers, or enter one of our regular giveaways where you could bag a fantastic prize! 

At Sun Bingo we’re really proud of our amazing community of players, and we’re always updating and improving our offering to make us the best bingo site around. Download the app and not only will you be part of a very special bingo community but you’ll get to enjoy all of these games: 

-  90, 80, 75 ball bingo games every day 
-  1TG and 2TG games which award a share of a prize pot to all players with either 1tg or 2tg bingo tickets when house is called, creating more winners every day. 
-  Roll on Bingo creating up to 20 more winners, this feature means that once house is called the game keeps playing until all Roll On prizes have been won. 
-  BOGOF ‘You buy one, you get one free’. It does exactly what it says on the tin! Buy one bingo ticket and get another bingo ticket free. Available every day. 
-  Superbooks: a really special game that allows you to either play for free or trade up, at a small cost, for the chance to win much bigger prizes.
-  Last Chance Saloon: a free scratch card that is given to all players that purchased 6 tickets or more and didn’t win a prize in the game. With this scratchcard you could win a bingo bonus to play on any bingo game. 
-  50+ Slot Games including Winning Headlines, Mystic Meg, Clover Rollover, Dynamite Digger and other player favourites
-  Chat Hosts 24 hours a day 

So what are you waiting for? Play our fantastic games in The Sun Bingo app, all delivered to your fingertips by the nation’s favourite daily newspaper, Sun Bingo is fun Bingo.

Terms & Conditions
New customers who successfully register and verify a SunBingo.co.uk account through this APP, validate account via SMS, and enter the unique bonus code will receive a £10 Bingo Bonus Players are required to wager their £10 bingo bonus amount 4 (four) times. You must wager in total £10 x 4 wagering = £40 to meet the wagering requirements. the £10 bingo bonus is for the Jewels bingo room. Games play from 06:00 – 02:00 daily. 10 games per hour. Players that qualify for the free £10 bingo bonus can win the following cash prizes in the Jewels bingo room, per game:
90 ball games: 1 Line: 50p, 2 Line: £1, FH: £1.50.
75 ball games: £1 per line – 5 lines

The bonus shall expire 7 days after issue time. If wagering has not been completed by then, the entire bonus balance (bonus + pending winnings) shall be removed. 1 bonus per player only.

T&Cs apply. 18+ Begambleaware.org  Full promotional terms apply: https://www.sunbingo.co.uk/promotions/10freebingo/","[""Games"",""Card"",""Casino""]","17+","2014-05-09T09:04:15Z","2019-07-24T12:25:44Z","Minor bug fixes.","4.21.0",0,"Playtech Bingo",4,332,4.5,231
"com.videopokies.game","Video Pokies - Slot machines","Play exquisite slot games with numerous wildly entertaining features. Video Pokies is made for your excitement.

Enter slot casino tournaments and get adrenalin rush while playing the best slots. 

TOP Slots and enormous bonus games are waiting for you. Find your favourite and enjoy hours of pure amusement!

Download the app today and play our exciting casino slot games. Enjoy thrilling jackpots, daily bonuses, and enormous payouts! Unlock new levels to experience more versatile slot machines.

Try your luck with Video Pokies! Download the app now!","[""Games""]","17+","2019-11-12T08:00:00Z","2019-11-13T03:59:10Z",,"1.0",0,"VEB VOKEISHN",4.5,26,4.5,26
"com.leovegas.leocasino","LeoVegas: Real Money Casino","Join millions of players on the virtual mobile casino floor when you download the multi-award winning LeoVegas Real Money Casino mobile gaming app. 
Discover all your favourite casino games including blackjack, roulette, baccarat and all the greatest slots like Starburst, Book of Dead, Rainbow Riches and many more. Spin for the jackpot on our slot machines, take a seat at any live dealer table or place a bet with the best odds instantly on your favourite sports. Play your way then use the instant cash out feature to claim your winnings fast.
Step inside a world of quality casino excitement with everything you want from the latest game releases to all-time favourites in the palm of your hand with LeoVegas, the King of Mobile Casino. The LeoVegas Real Money Casino app is one of the greatest real money gaming experiences and it’s all yours to play anytime, anywhere, on your iPhone and iPad.

LeoVegas – King of Mobile Casino
Lightning-fast loading, deposits and withdrawals
Apple Pay: no credit card needed, secure and easy payment
24/7 Customer service with agents from the UK 
Live dealers and a VIP experience fit for a king
LeoVegas supports your responsible gameplay with LeoSafePlay

Multi-Award Winning LeoVegas
'Best Native App' EGR Marketing & Innovation Awards 2017
'Online Casino of the Year' Global Gaming Awards 2018

LeoVegas Casino
Play for real money with over 1000 slot machines, RNG and jackpot games
Favourite UK casino games including Starburst, Book of Dead, Rainbow Riches, who wants to be a millionaire megaways, Extra Chilli, etc.
Blackjack, roulette, baccarat and all the greatest table games
Fast game loading speeds and cash out payments 

LeoVegas Live Casino
Real casino play with first-rate dealers 
The latest exclusive tables with instant access to roulette, baccarat and blackjack
HD quality streaming from dedicated studios and luxurious locations around the world
Be the king of the casino with Bespoke LeoVegas tables in our Chambre Séparée
A fast, immersive experience with live dealers and full-screen functionality 
Access to seat availability, latest roulette numbers and gaming limits with dynamic data

LeoVegas Sport
Bet in-play on all the popular sporting events 
Instant betting markets 
Boosted live and pre-match odds
Bet and watch live
Cash out feature to claim your winnings fast before the match ends
Over 120, 000 live events with the widest range of betting markets on the top leagues

When you sign up at LeoVegas choose from 3 different welcome bonuses - Casino, Sport or Live Casino. The promotions page within the app is filled with the latest offers for existing customers. 
If you have an account with LeoVegas, simply use this app to login and then play for real cash instantly from the same account as if you were on LeoVegas.com. 
LeoVegas, the King of Casino: www.leovegas.com

20 Free Spins No Deposit needed T&Cs

All new casino players from the UK who are 18 years and over will be eligible for 20 Free Spins on selected slot games when they create an account at LeoVegas.com, subject to the terms and conditions below. 20 Free Spins Registration Bonus 
1. This offer is available to all new UK players registering at LeoVegas.com from the 8th April 2019. 
2. Any winnings from the Free Spins must be wagered 35 times before they can be withdrawn. 3. Free Spins are worth £0.10 each and are valid for 7 days upon activation unless otherwise stated. 
4. The game on which Free Spins are awarded is subject to change from time to time. 
5. Currently, Free Spins can be used on the following slot games: Book of Dead
6. Free spins must be claimed on ‘’My Offers’’ page within 14 days of sign-up.
7. General Terms and Conditions of the LeoVegas website apply https://www.leovegas.com/en-gb/promotions/bonuses/c

Licences
LeoVegas Gaming Ltd is licensed and regulated. LeoVegas Gaming Ltd holds a UK licence issued by the Gambling Commission - UK Licence Number: 000-039198-R-319450-017.","[""Games"",""Entertainment"",""Casino"",""Simulation""]","17+","2014-04-27T13:27:22Z","2020-02-27T08:37:33Z","We’ve made some great updates and released fantastic features to improve your experience. Our latest update brings with it a new sleeker look, making it easier to read and navigate getting you in the action quicker

Welcome to LeoVegas - The King of Mobile!","1.8.19",0,"LeoVegas Gaming Ltd",4,518,5,34
"com.banditmovie.slotsofvegas","Slots of Vegas","Try the best slots games in our Vegas style online casino! BEST selection of casino slot machines, HUGE payouts for free spins and  MASSIVE Jackpots. Play Blackjack, Texas Hold'em Poker, Video Poker, Roulette, and more, live with your friends. Enjoy all the thrill of a Las Vegas casino! 

Enjoy the best casino slot games, just for you:
 ⁃ Get a 50,000,000 COINS Welcome Bonus!
 ⁃ HOURLY BONUSES and MILLIONS of FREE casino coins DAILY
 ⁃ TOP Las Vegas Slots you know and love!
 ⁃ Experience a thrill of Free Spins, Respins, Bursting Wilds, Progressive Jackpots & BIG WINS!
 ⁃ Exciting slot machines with FREE SPINS, and Bonus Games you won’t find anywhere else!
 ⁃ Fill your Piggy Bank with extra coins to break when you’re ready for more
 ⁃ Special events to keep things fresh and fun. Every month we prepare surprise for you!
 ⁃ MORE slot machines added with every update and hundreds of jackpots await you!

From the heart of Vegas to you: experience the thrill of slot machines directly from the Strip's most renowned slots casinos: Caesars, Rio, Flamingo, Harrah's, Bally, Horseshoe, Planet Hollywood, The Mirage, MGM Grand, Bellagio, and more awaiting you in Slots of Vegas!

Spin your favorite slot machines free in this casino slots free game.
 ⁃ Reel in the cash with LUXURY LADY.
 ⁃ Hit diamond for multiple jackpot levels in DIAMOND 777, one of the most popular Vegas casino classic slots!
 ⁃ Win a full-screen sun symbols in HOT CHILLI slots casino game. Lucky Respins & Grand Jackpot await you!
 ⁃ Find the secret ancient Chinese key to unlock the four progressive cash jackpots on DUO FU DUO SHOU. Good Luck!
 ⁃ Watch the endless wilds & big wins erupt in WILD LEPRECHAUNS.
 ⁃ More BIG WINS on free slot games from Las Vegas casinos in the palm of your hand!

This game is intended for an adult audience (18+) and does not offer real money gambling or an opportunity to win real money or prizes. Practice or success at social gaming does not imply future success at real money gambling or any gamble-related venture, online or offline.","[""Games"",""Casino""]","17+","2015-02-20T18:34:57Z","2020-03-09T03:51:11Z","Hi, Slots Fans! Check out our new update for amazing new slots and features.
- Brand new slot machine: Honey Comb, Candy Land
- Special promotions and holiday sales!
- Bug fixes, performance improvements and more

Keep spinning those reels! Good luck!
Don't miss out on FREE COINS, MAJOR NEWS and HUGE FUN! Join us today: https://www.facebook.com/freeslotsofvegas","1.2.12",0,"Casino Games Limited",5,261,5,3
"uk.co.mrspin.slots","Mr Spin Slots","If you’re looking for exclusive mobile slots, multiplier mini-games, and huge progressive Jackpots you can’t find anywhere else, then the only place you need to look is here – the Mr Spin Slots App!

Download today on your iPhone or iPad, and unlock a world of colourful, exciting and magical mobile slots. This bumper app is home to all of your favourite Mr Spin classics such as Crocopot Slots, Platypult Prizes and Frankenstein Monster-Mash Up.

Sign up to Mr Spin Casino today, and you’ll receive up to 50 FREE SPINS* with NO deposit required! PLUS when you do make a deposit, Mr Spin will match it 100% up to £100!* 

•	Play Mr Spin’s exclusive mobile slots games all in one place
•	Exciting mini-game and gamble features included in many games
•	HUGE progressive Jackpots waiting to be won
•	Bet from 2p a line or play for free in demo mode
•	Exclusive slots games you can’t play anywhere else
•	Colourful mobile slots games that are easy to play 
•	24/7 UK based customer support team
•	Up to 50 free spins and 100% deposit match welcome bonus for new players*


**NEW FOR MARCH 2018**

Mr Spin has added SEVEN new games to the Mr Spin slots app for spring 2018!

You can now play Wild FunLand, Reel Royalty, Double Wild Wins, Hollywood Wins, Sweet Spinning Stuff, Jurassic Wins and Woodstock Slots! Download and play today, and get these – plus many more! – exclusive mobile slots from Mr Spin at your fingertips.

If a download bonus is available on this app, it is valid only once per person, device and registered household.

Players must be 18 years or older and have a valid Mr Spin account to be able to place a bet with this app. Mr Spin Casino is a UK operated Casino owned by Intouch Games Ltd. It is licensed and regulated by the UK Gambling Commission.

* 18+. New players only. Up to 50 locked free spins available to win via the New Player Bonus, usable on Reel Royalty only. Free spins locked to 2p bet over 10 win lines with winnings paid as bonus credit. This Bonus expires 14 days after player registration. 100% deposit match of first deposit, up to £100 and paid as bonus credit with a 1x wagering requirement. Bonus credit transferrable between games but is not withdrawable. T&Cs apply.","[""Games"",""Casino""]","17+","2017-06-29T11:48:59Z","2018-10-01T11:14:49Z","Improved layout and user experience.","1.0.7",0,"Mr Spin Limited",3,624,3.5,432
"com.winkslots","Wink Slots: Real Money Games","REGISTER & GET UP TO 30 FREE SPINS!
New players. Register & get up to 30 Free Spins [FS]. 10 FS per day upon login, over 3 days (day 1: 99Time, day 2: White Wizard Deluxe, day 3: Sugar Train). FS must be claimed by 23:59 on day of grant & valid for 7 days once claimed. FS wins granted in bonus & capped at £4 per 10 FS (min win £1). Reg bonus wins capped at £100 exc. PJP wins. To withdraw games bonus & related wins, wager x30 the amount of the bonus. Wagering req. vary by game. Deposit balance can be withdrawn at any time. General withdrawal restrictions and full T&C's apply.

Spin to win REAL MONEY with Wink Slots, the UK’s #1 home for live mobile slot games! Discover HUNDREDS of popular Slots and classic Casino Games with huge jackpots & generous offers. 

Option to win Real Money on your favourite games!
- Enjoy a selection of over 700 Slot games 
- Get access to weekly promos and exclusive offers

Mobile Casino Games:
- Whatever Casino game you like playing, we provide all your favorite Casino classics in one mobile app!
- Casino lovers can enjoy a classic Casino Game or try their chances winning cash with Table Games. 
- Play live Casino Games like Roulette or Blackjack to continue your winning streak!

18+: https://www.winkslots.com/legal-content/responsible-gaming
BeGambleAware: https://www.begambleaware.org/

Safer. Better. Together. Play responsibly within limits.","[""Games"",""Board"",""Casino"",""Entertainment""]","17+","2016-02-11T12:07:09Z","2020-02-25T15:03:52Z","Bug fixes and performance improvements","1.0.22",0,"888",4,448,4.5,71
"com.32red.casino","32Red Casino & Slots","The award-winning casino, 32Red, presents the best mobile real money casino app straight to your iOS device and other smartphones... Play a huge range of casino games all under one app, including the latest slots and old favourites like Roulette and Blackjack - you can also take a seat at the live tables too!

◆◆JOIN TODAY TO CLAIM £10 ABSOLUTELY FREE – NO DEPOSIT REQUIRED◆◆ 

Experience the thrill of a casino right in the palm of your hand, with over 150 top quality games available, fantastic daily bonuses and the chance to win life changing jackpots! The multi-award winning 32Red Casino has it all. 

Install the app today and not only will new customers get £10 absolutely free – but you can also take advantage of our exclusive first deposit bonus! What are you waiting for? Win real cash today!

32Red Games & Features:

◆ Play new and exclusive slots only at 32Red including Ant & Dec’s Saturday Night Takeaway™ and I’m A Celebrity… Get Me Out Of Here!™

◆ Get the very best real Roulette experience straight from your device, our Live Roulette tables provide the full package - expert, friendly dealers and an exciting real-time environment.

◆ Enjoy our selection of Live Blackjack tables which take the game to a new level of excitement, realism and fun.

◆ Play classics such as European Roulette & Blackjack, the mainstay of all top casinos.

◆ Huge Progressive Jackpot slots such as Megah Moolah (guaranteed £1 million) and Major Millions, with life changing sums up for grabs.

◆ Round the clock help from an award winning player support team.

◆ The very best VIP experience… Become casino royalty!


32Red Bonuses:

◆ Get industry leading promotions - from welcome bonuses, daily offers, leaderboards and tournaments… It’s all covered for both new and existing players!


◆◆Install the 32Red app today for the very best casino experience!◆◆ 

Welcome bonuses apply to new accounts only. Wagering and terms apply. 18+. Begambleware.org.

Ant & Dec © is a registered trade mark of Anthony McPartlin and Declan Donnelly. SATURDAY NIGHT TAKEAWAY™ & © ITV Studios Limited 2018. Licensed by ITV Broadcasting Limited. All rights reserved.","[""Games"",""Casino"",""Entertainment"",""Card""]","17+","2013-01-10T22:44:10Z","2018-05-25T00:17:14Z","Thank you for using the 32Red Casino app – we’ve added some fantastic features to this new update to give you the very best gaming experience!
 
◆ LATEST RELEASES – With over 150+ games already we don’t want to stop there. We’ve added some more thrilling games to keep you entertained including Highlander™ & Deco Diamonds – packed to the brim with exciting features and each offering you the chance to win whopping payouts!
 
◆ PROMOTIONS – Cash in on some of our latest promotions available to our app players. From leaderboards to free game giveaways – it’s all covered!
 
◆ SPEED – It’s quicker than ever before… Play your favourite games seamlessly and enjoy the thrills of the casino on all iOS devices","2.1.1",0,"32Red",2.5,385,2,179
"com.igs.goldentigerslots","老虎机（金虎爷老虎机）-真人在线电玩游戏","A million times of download. Free to play slots and other arcade games in your mobile device! Players around the world are crazy about this new app. Join us to enjoy the pleasure of winning big prizes at IGS's ""Golden Tiger Slots"". 

● Features
【Easy to Play】Players can receive coins everyday. Easy to play FAFAFA. Apart from this, don't forget to log in with your Facebook account to receive 300,000 coins.
【Play Anytime】Fabulous visual effect similar to Real Slot Machines. Players may feel like just being at Macau & Las Vegas.   
【Big Prizes】Big Jackpot Prizes. Random prizes given by God of Fortune. Players will enjoy the pleasure of being rich and becoming millionaire.    
【Diversity】Lots of different kinds of AWP games to play at our Amusement City.  You can find Mario Machine、Lottery、Slots、Fishing Machine and lots of different kinds of Arcade Game.
【Convenience】Players can use different accounts to log in, and connect with many kinds of social media. You will feel just like being super star. 
【Versus】Exciting, real-time Competition. Compete with players all the world for the honor of your country.


Welcome to visit our Fan Page to share your ideas and to win more coins.
https://www.facebook.com/GoldenTigerSlots/


The games are intended for an adult audience (21+).
The games do not offer ""real money gambling"" or an opportunity to win real money or prizes.
Practice or success at social casino gaming does not imply future success at ""real money gambling"".","[""Games"",""Casino"",""Card"",""Entertainment""]","17+","2016-06-28T00:53:14Z","2019-08-18T04:36:21Z","HOT! NEW CONTENT:
●New Slot: Bridge of Love
Romance and big prize occurs at the same time, only in new slot game - Bridge of Love!
●Optimized game system and fixed bug

Download Golden Tiger Slots to enjoy your favorite slots anytime anywhere!","1.3.6",0,"International Games System Co., Ltd.",5,47855,4.5,9
"com.williamhill.vegas","William Hill Vegas","Welcome to William Hill Vegas!
From classic slots such as Genie Jackpots, to casino card games and new and exclusive game releases, experience all the thrills of Vegas, wherever you are. You could even be a winner of one of our exclusive jackpots.
	•	Play our award winning Must Drop Jackpot games, for a chance to win one of 3 exclusive jackpots: the £2k Must Drop Jackpot, Daily Drop Jackpot and Big Drop Jackpot
	•	The Vegas Millions jackpots give our customers the chance to win massive jackpots, with over £7.5 million given away this year on great games like Wish Upon a Leprechaun or The Pig Wizard
	•	Looking for something unique? We offer far more than just the classic slots. We’ve got loads of new slots for our customers to enjoy, that can’t be played anywhere else, including fantastic games like Good Feathers, Spin Doctor and Subbuteo
	•	Fancy taking on the dealer or a spin on roulette? Our exclusive Mayfair Roulette and Blackjack deliver every time
So, to experience the fun and excitement of Vegas wherever you are, download the app. 
This is a real money gambling app. Please gamble responsibly and only bet what you can afford. For gambling addiction help and support, please contact Gamble Aware at 0808 8020 133 or visit https://www.begambleaware.org","[""Games"",""Casino""]","17+","2013-11-06T18:15:15Z","2018-11-14T13:49:29Z","Bug fixes and performance enhancements to allow the App to run smoother and faster.","5.0.2",0,"WHG (International) Limited",3.5,460,2.5,36
"com.partycasino.casino","Online Games at Partycasino","Partycasino: online casino games, real money blackjack, roulette and slots
 
Play real money online casino games including slots, blackjack, roulette, baccarat, plus many more. Our casino app is really easy to use, allowing you to play all of your favourite casino games on your iPhone, iPad or iPod.
 
Online Casino Table Games
Play table games with ease on your phone. If you are a blackjack whizz then you can play our selection of games including classic, 3D, blackjack Charlie 7 and live dealer blackjack. If you fancy playing a different card game, why not play baccarat or even bonus poker.
 
We also have a choice of roulette games for you to play on the go. We have 3D, American, European and live roulette. You never know, your lucky number or colour may roll in, so download our app and place your bets today!
 
Online Slots
We have a huge variety of slots including Thunderstuck, Cash Coaster, Piggy Riches, Aliens, Gonzo’s Quest, Cleopatra and South Park to name a few. We also have many progressive jackpot slots, which are almost at bursting point. Our popular jackpot online slots include Melon Madness, Jade Princess, Mega Fortune Wheel and Going Nuts. The jackpots are increasing every day with some reaching over £2mllion. We have slots from all the top software providers such as Microgaming, Net Entertainment, Williams Interactive, Ash Gaming and not to forget our very own in-house slots.
 
A point to note, a lucky partycasino player won a huge multi-million £ jackpot on his mobile device, so if you download our app, you too could be that next big winner!
 
Bonuses and Promotions
We have a generous 100% up to £100 Welcome Bonus. This means if you deposit £100 we will match that £100 giving you a total of £200 to play with. Now that’s not a bad start just for signing up. Not only do we have a fantastic welcome bonus, we also have many other promotions including reload bonuses and free spins.
 
Why Join partycasino?
We have a very friendly and responsive customer service team, who are always on hand 24/7 to answer any questions you may have. If you win, cash-outs are superfast, so you will receive your winnings in no time at all. Making a deposit is also really easy and quick to do. We are licensed by the UK Gambling Commission and further to this we are licensed by the Government of Gibraltar and regulated by the Gibraltar Gambling Commissioner. So, for a super safe and fun casino experience look no further than partycasino.
 
*Terms & Conditions apply.","[""Games"",""Casino""]","17+","2014-06-29T02:22:27Z","2018-06-18T05:55:26Z","Thanks for using PartyCasino! To make our app better for you, we bring updates to the App Store regularly. Every update of our PartyCasino app includes improvements in speed and reliability. As new features become available, we’ll highlight those for you in the app.","18.05.06",0,"ElectraWorks Limited",4.5,1160,4.5,1041
